length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,status
56,22,0,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.07142857142857142,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.05357142857142857,0,0,0,0,0.0,0.0,6,3,3,3,3,15,7,6.666666667,9.0,5.5,0,0,0,0,0,0,0.26785714285714285,1.0,0.0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,1,0
43,16,0,0.046511627906976744,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0,0,0.186046512,0.0,0,0,0,0,0,0.046511627906976744,0,0,0,0,0.0,0.0,6,3,2,3,2,8,6,4.333333333,5.5,3.75,0,0,0,0,0,0,2.046511627906977,0.931818182,0.0,0.166666667,0.166666667,0,0,100.0,100.0,0.0,0,0,62.5,0,0,0,1,0,0
83,14,0,0.012048192771084338,0.10843373493975904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04819277108433735,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.012048193,0.0,0,0,0,0,0,0.012048192771084338,0,0,0,0,0.0,0.0,11,2,3,10,3,10,10,5.454545455,10.0,5.0,0,0,0,0,0,0,3.9156626506024095,0.775384615,0.0,0.04109589,0.1643835619999999,0,0,100.0,98.4496124,1.5503875969999998,0,0,38.79310345,0,0,0,1,1,0
31,10,0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.064516129,0.0,0,0,0,0,0,0.06451612903225806,0,1,0,0,0.03225806451612903,0.0,3,1,4,4,4,4,8,5.333333333,4.0,6.0,0,0,0,0,0,0,0.0967741935483871,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,0,1
25,16,0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.08,0,0,0,0,0.0,0.0,2,4,3,3,0,8,0,5.5,5.5,0.0,0,0,0,0,0,0,8.44,0.933649289,0.0,0.357142857,0.285714286,0,1,82.35294118,100.0,0.0,0,0,69.69696970000001,0,0,0,0,0,0
51,23,0,0.058823529411764705,0.0,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.0,0.0784313725490196,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.019607843,0.0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0.0196078431372549,0.0,5,1,4,4,5,12,7,6.6,8.0,5.666666667,0,0,0,0,0,0,0.9803921568627451,1.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0,0,0.0,0,0,0,1,0,1
31,22,0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.06451612903225806,0,0,1,0,0.0,0.0,2,3,3,3,0,14,0,8.5,8.5,0.0,0,0,0,0,0,0,4.032258064516129,0.96,0.0,0.2,0.0,0,0,100.0,100.0,0.0,0,0,76.19047619,0,0,0,1,1,0
50,21,0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.06,0.0,0,0,0,0,0,0.04,0,0,0,0,0.02,0.0,5,0,4,4,5,12,8,7.0,8.0,6.333333333,0,0,0,0,0,0,0.46,1.0,0.0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,1,1
34,23,0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0.0,0.0,3,3,2,3,2,15,2,6.666666667,9.0,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,1,1,0,1
27,19,0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0,1,0.148148148,0.210526316,0,0,0,0,0,0.07407407407407407,0,1,0,0,0.037037037037037035,0.0,2,3,3,3,0,11,0,7.0,7.0,0.0,0,0,0,0,0,0,8.11111111111111,0.97716895,0.0,0.0,0.0,0,0,66.66666667,100.0,0.0,0,0,0.0,0,0,0,1,1,0
63,14,0,0.047619047619047616,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.047619047619047616,1,0,0,0,0.015873015873015872,0.0,8,3,2,3,2,4,8,5.25,3.5,5.833333333,0,0,0,0,0,0,2.3333333333333335,0.884353741,0.015873015873015872,0.0,0.0,0,1,92.59259259,87.5,12.5,0,0,92.75362319,0,0,0,0,1,0
66,16,0,0.030303030303030304,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.030303030303030304,0,0,1,0,0.0,0.0,8,0,4,4,4,7,9,5.875,5.5,6.0,0,0,0,0,0,0,1.1666666666666667,0.818181818,0.0,0.214285714,0.142857143,0,0,76.92307692,0.0,0.0,0,0,0.0,0,0,0,1,0,0
40,11,0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.1,0.0,0,0,0,0,0,0.05,0,1,0,0,0.0,0.0,5,0,1,7,1,7,7,5.0,7.0,4.5,0,0,0,0,0,0,0.325,0.923076923,0.0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,1,1
48,16,0,0.020833333333333332,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.020833333333333332,1,0,0,0,0.020833333333333332,0.0,6,0,3,5,3,6,9,5.333333333,5.5,5.25,0,0,0,0,0,0,1.2291666666666667,0.915254237,0.0,0.2,0.0,0,0,100.0,100.0,0.0,0,0,50.0,0,0,0,1,1,0
126,50,1,0.031746031746031744,0.007936507936507936,0.0,0.007936507936507936,0.015873015873015872,0.023809523809523808,0.015873015873015872,0.0,0.0,0.031746031746031744,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0,1,0.095238095,0.0,0,0,0,1,0,0.023809523809523808,1,0,0,0,0.007936507936507936,0.0,13,7,2,3,2,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,0.40476190476190477,1.0,0.0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,100.0,0,0,0,1,1,1
41,32,0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.04878048780487805,0,0,1,0,0.0,0.0,2,0,8,8,0,19,0,13.5,13.5,0.0,0,1,0,0,0,0,0.5121951219512195,0.285714286,0.07317073170731707,0.0,0.0,0,1,46.15384615,0.0,0.0,0,0,0.0,0,0,0,1,0,1
36,27,0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.05555555555555555,0,0,0,0,0.0,0.0,2,3,3,3,0,19,0,11.0,11.0,0.0,0,0,0,0,0,0,3.1944444444444446,0.973913043,0.0,0.333333333,0.0,0,0,100.0,100.0,0.0,0,0,90.32258065,0,0,0,1,1,0
72,24,0,0.027777777777777776,0.09722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06944444444444445,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888,0.0,0,1,0.0,0.0,0,0,1,0,0,0.027777777777777776,0,0,0,0,0.013888888888888888,0.0,11,5,2,3,2,6,8,4.545454545,4.25,4.714285714,0,0,0,0,0,0,0.9444444444444444,0.647058824,0.027777777777777776,0.083333333,0.166666667,1,1,66.66666667,93.75,6.25,0,0,20.0,0,0,0,1,1,0
68,42,1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0,1,0.161764706,0.0,0,0,0,1,0,0.04411764705882353,0,0,0,0,0.014705882352941176,0.0,6,3,2,3,2,13,15,8.666666667000001,8.75,8.5,0,0,0,0,0,0,0.75,1.0,0.0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,100.0,0,0,0,1,1,1
163,14,1,0.024539877300613498,0.05521472392638037,0.006134969325153374,0.0,0.012269938650306749,0.006134969325153374,0.0,0.0,0.0,0.018404907975460124,0.0,0.006134969325153374,0.0,0.012269938650306749,0.0,0.0,0.006134969325153374,0.0,0.0,0,1,0.398773006,0.0,0,0,1,0,0,0.018404907975460124,0,0,0,0,0.0,0.0,17,14,1,3,1,7,18,8.0,5.0,8.4,1,0,0,0,1,0,0.1901840490797546,0.483870968,0.0,0.4375,0.625,0,1,66.66666667,100.0,0.0,0,0,0.0,0,0,0,1,1,1
26,18,0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0.0,0.0,2,3,3,3,0,10,0,6.5,6.5,0.0,0,0,0,0,0,0,3.6538461538461537,0.947368421,0.0,0.2,0.0,0,0,92.85714286,94.44444444,5.555555556,0,0,50.0,0,0,0,0,0,0
64,17,1,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.34375,0.0,0,0,0,0,0,0.03125,0,0,0,0,0.015625,0.0,4,3,3,3,6,9,32,12.5,6.0,19.0,0,0,0,0,0,0,0.5625,0.388888889,0.078125,0.0,0.0,0,1,20.0,100.0,0.0,0,0,0.0,0,0,0,1,1,1
36,28,1,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.25,0.321428571,0,0,0,0,0,0.08333333333333333,0,0,1,0,0.0,0.0,4,1,1,1,0,11,0,5.25,5.25,0.0,0,0,0,0,0,0,0.5833333333333334,0.19047619,0.027777777777777776,0.294117647,0.0,0,1,0.0,20.0,80.0,0,0,25.0,0,0,0,1,1,1
61,14,0,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.09836065573770492,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0,1,0.0,0.0,0,0,1,0,0,0.03278688524590164,0,1,1,0,0.0,0.0,7,1,3,10,3,10,10,6.285714286,10.0,5.666666667,0,0,0,0,0,0,0.04918032786885246,0.0,0.0,0.0,0.333333333,0,0,0.0,0.0,100.0,0,0,0.0,0,0,0,1,0,1
66,17,1,0.030303030303030304,0.0,0.0,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,0.0,0.06060606060606061,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.212121212,0.0,0,0,0,0,0,0.030303030303030304,0,0,0,0,0.0,0.0,6,3,3,5,3,7,21,8.166666667000001,6.0,9.25,0,1,0,0,0,0,1.5909090909090908,0.542857143,0.030303030303030304,0.0625,0.020833333,0,1,0.0,0.0,100.0,0,0,0.0,0,0,0,0,0,0
35,26,0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.05714285714285714,0,0,0,0,0.0,0.0,2,3,3,3,0,19,0,11.0,11.0,0.0,0,0,0,0,0,0,0.45714285714285713,0.375,0.0,0.4,0.1,0,0,0.0,0.0,100.0,0,0,45.45454545,0,0,0,1,0,0
113,24,0,0.04424778761061947,0.0,0.0,0.0,0.0,0.008849557522123894,0.017699115044247787,0.0,0.0,0.08849557522123894,0.0,0.008849557522123894,0.0,0.0,0.0,0.0,0.008849557522123894,0.008849557522123894,0.0,0,1,0.0,0.0,0,0,1,0,0,0.02654867256637168,0,0,0,0,0.0,0.0,16,4,2,20,2,20,10,5.4375,20.0,4.466666667,0,0,0,1,0,0,3.690265486725664,0.3117506,0.0,0.146341463,0.013937282,1,1,96.66666667,97.43589744,2.564102564,0,0,0.0,0,0,0,1,1,1
41,34,0,0.04878048780487805,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0.024390243902439025,0.0,6,3,2,2,0,6,0,4.166666667,4.166666667,0.0,0,1,0,0,0,0,0.6585365853658537,0.481481481,0.0,0.7142857140000001,0.0,0,0,40.0,0.0,0.0,0,0,8.333333332999999,0,0,0,1,0,0
23,12,0,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.08695652173913043,1,1,0,0,0.0,0.0,4,3,1,1,3,3,3,2.5,2.333333333,3.0,0,0,0,0,0,0,6.956521739130435,0.875,0.0,0.35,0.1,0,0,100.0,94.73684211,5.263157895,0,0,17.39130435,0,0,0,1,1,0
31,24,0,0.06451612903225806,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.06451612903225806,0,0,0,0,0.0,0.0,3,2,5,5,0,7,0,6.0,6.0,0.0,1,0,0,0,0,0,5.903225806451613,0.7322404370000001,0.0,0.346938776,0.081632653,0,0,72.22222222,100.0,0.0,0,0,22.80701754,0,0,0,1,0,0
84,30,0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.023809523809523808,1,0,0,0,0.0,0.0,9,0,2,26,2,26,9,7.222222222,26.0,4.875,4,0,0,0,0,0,0.27380952380952384,1.0,0.0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,100.0,0,0,0,1,0,1
29,17,0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.06896551724137931,0,1,0,0,0.0,0.0,3,0,4,4,4,8,4,5.333333333,6.0,4.0,0,0,0,0,0,0,0.034482758620689655,1.0,0.0,0.0,0.0,0,0,100.0,0.0,0.0,0,0,0.0,0,0,1,1,0,1
98,26,1,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09183673469387756,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0,1,0.295918367,0.0,0,0,0,0,0,0.02040816326530612,1,0,0,0,0.02040816326530612,0.0,10,4,2,3,2,10,32,7.8,7.0,8.142857142999999,2,0,0,0,0,0,0.22448979591836735,0.545454545,0.01020408163265306,0.0,0.0,0,1,40.0,0.0,0.0,0,0,60.0,0,0,0,1,1,1
15,8,0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0.0,0.0,1,1,5,5,0,5,0,5.0,5.0,0.0,0,0,0,0,0,0,2.3333333333333335,0.971428571,0.0,0.0,0.0,0,0,94.44444444,0.0,0.0,0,0,0.0,0,0,0,0,0,0
65,22,0,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.06153846153846154,0.0,0.0,0.06153846153846154,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.03076923076923077,0,0,0,0,0.015384615384615385,0.0,8,3,3,4,3,13,9,5.875,8.5,5.0,0,0,0,0,0,0,4.076923076923077,0.939622642,0.0,0.0,0.0,0,0,100.0,50.0,50.0,0,0,76.66666667,0,0,0,0,1,0
131,27,0,0.015267175572519083,0.007633587786259542,0.0,0.007633587786259542,0.0,0.007633587786259542,0.030534351145038167,0.0,0.0,0.05343511450381679,0.0,0.022900763358778626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.030534351,0.0,0,0,0,0,0,0.015267175572519083,1,0,1,0,0.007633587786259542,0.0,14,6,1,2,1,10,40,7.428571429,7.0,7.545454545,0,0,0,0,0,0,0.1984732824427481,0.115384615,0.0,0.0,0.086956522,0,1,7.692307692000001,0.0,0.0,0,0,0.0,0,0,0,1,0,1
50,23,0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.04,1,0,0,0,0.0,0.0,5,4,3,3,7,7,10,6.8,5.666666667,8.5,0,0,0,0,0,0,5.58,0.7419354840000001,0.0,0.277777778,0.263888889,0,1,31.25,100.0,0.0,0,0,25.0,0,0,0,0,0,0
51,32,0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0,0.0392156862745098,0,0,0,0,0.0196078431372549,0.0,3,1,10,13,10,14,10,12.33333333,13.5,10.0,0,0,0,0,0,0,0.13725490196078433,0.0,0.0196078431372549,0.0,0.0,0,1,0.0,0.0,100.0,0,0,0.0,0,0,0,1,0,1
45,11,0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0,0,0.133333333,0.0,0,0,0,0,0,0.06666666666666667,0,1,0,0,0.0,0.0,6,4,3,3,3,3,9,4.666666667,3.0,5.5,0,0,0,0,0,0,9.333333333333334,0.976190476,0.0,0.1,0.0,0,0,94.73684211,80.95238095,19.04761905,0,0,94.68085106,1,0,0,1,0,0
159,14,1,0.012578616352201259,0.0,0.0,0.006289308176100629,0.006289308176100629,0.012578616352201259,0.0,0.0,0.0,0.050314465408805034,0.0,0.006289308176100629,0.0,0.006289308176100629,0.0,0.0,0.0,0.0,0.0,0,1,0.270440252,0.0,0,0,0,0,0,0.012578616352201259,0,0,0,0,0.006289308176100629,0.0,12,4,3,10,3,10,40,11.41666667,10.0,11.54545455,0,0,0,0,0,0,0.08176100628930817,0.923076923,0.0,1.0,1.0,0,0,100.0,0.0,0.0,0,0,0.0,0,0,0,1,1,1
